Start_Year,Incident__,Begin_Time,Incident_Type,City,Property_Classification,Response_Type,Act_or_Omission__Cause_,Material_First_Ignited,Igniting_Object,Drive_Time,Start_Hr,First_Enroute,First_At_Scene,Under_Control,Time_UC,FID
2020,1312,6/6/2020 12:24:46 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,"95  Insulation, Elect Equip","510  Wiring, permanent",249,12,6/6/2020 12:26:27 PM,6/6/2020 12:30:00 PM,,,544
2014,4599,12/16/2014 6:16:58 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,"49  Wood, paper unclassified","070  Fryer, deep fat",242,18,12/16/2014 6:19:13 PM,12/16/2014 6:22:17 PM,12/16/2014 6:40:39 PM,00:18:22,545
2020,1308,6/6/2020 8:45:01 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,490 Mech/elec failure unclassified,00  Cannot be determined,550  Electric receptacle/switch,423,8,6/6/2020 8:46:54 AM,6/6/2020 8:53:16 AM,6/6/2020 9:51:33 AM,00:58:17,546
2014,4741,12/31/2014 11:53:05 AM,100  Structure Fire,Fredericton,"759  Wood, furniture, paper storage",10  Fire (explosion)-dollar loss,780  Distracted / preoccupied,47  Cardboard,000  Object cannot be determined,440,11,12/31/2014 11:55:00 AM,12/31/2014 12:01:49 PM,12/31/2014 4:37:18 PM,04:35:29,547
2020,1337,6/9/2020 1:17:00 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,400 Mech...cannot be determined,29  Furniture/furnishing unclassi,120  Other cooking unit/portable,319,1,6/9/2020 1:18:15 AM,6/9/2020 1:23:14 AM,6/9/2020 1:31:58 AM,00:08:44,548
2015,191,1/17/2015 10:01:10 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,760  Asleep by drugs/alcohol/medic,"26  Bedding-sheets,blankets",711 Cigarette,290,22,1/17/2015 10:02:31 PM,1/17/2015 10:07:03 PM,1/17/2015 10:27:06 PM,00:20:03,549
2020,1398,6/19/2020 4:25:38 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,410 Part failure /break/leak,00  Cannot be determined,000  Object cannot be determined,321,4,6/19/2020 4:28:45 AM,6/19/2020 4:32:15 AM,6/19/2020 5:34:58 AM,01:02:43,550
2015,415,2/8/2015 5:56:41 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"63  LP Gas, Propane, Butane",710  Smoker's mat/cigarettes/match,121,17,2/8/2015 5:58:55 PM,2/8/2015 6:00:09 PM,2/8/2015 6:14:57 PM,00:14:48,551
2020,1409,6/21/2020 11:06:16 PM,100  Structure Fire,Fredericton,"339  Rooming,board,lodge, hostel",10  Fire (explosion)-dollar loss,000   Cannot be Determined,"49  Wood, paper unclassified",716 cannot be determined,298,23,6/21/2020 11:07:19 PM,6/21/2020 11:12:02 PM,6/21/2020 11:45:54 PM,00:33:52,552
2020,1505,7/9/2020 4:16:09 PM,100  Structure Fire,Royal Road,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,490 Mech/elec failure unclassified,08  Structural comp/flr/ceil/roof,"650  Lighting fixture, incandescen",682,16,7/9/2020 4:20:18 PM,7/9/2020 4:28:56 PM,7/9/2020 5:08:46 PM,00:39:50,553
2020,1583,7/21/2020 12:44:01 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"360  Overheated cooking oil, grease",00  Cannot be determined,"140  Broiler, portable, barbeque",98,12,7/21/2020 12:45:19 PM,7/21/2020 12:46:28 PM,7/21/2020 12:49:58 PM,00:03:30,554
2015,659,3/2/2015 2:08:24 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,750  Impaired by drugs/alcohol/med,"40  Wood/paper,cannot be determined",710  Smoker's mat/cigarettes/match,383,2,3/2/2015 2:10:46 AM,3/2/2015 2:15:56 AM,3/2/2015 3:10:48 AM,00:54:52,555
2015,824,3/14/2015 10:56:00 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,740  Accident,00  Cannot be determined,"690  Other Electrical, Unclassified",198,10,3/14/2015 10:57:17 AM,3/14/2015 11:00:17 AM,3/14/2015 11:44:21 AM,00:44:04,556
2020,2073,9/14/2020 3:46:08 PM,100  Structure Fire,Fredericton,819  Outdoor property,10  Fire (explosion)-dollar loss,990  Misc - unclassified,"85  Timber, felled not sawn","990  Igniting Object,unclassified",472,15,9/14/2020 3:48:27 PM,9/14/2020 3:55:29 PM,9/14/2020 4:00:54 PM,00:05:25,557
2020,2138,9/20/2020 2:31:42 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,240  Child playing with...,"39  Clothing, textiles, unclassed",717 Lighter,290,14,9/20/2020 2:33:25 PM,9/20/2020 2:37:59 PM,9/20/2020 3:10:29 PM,00:32:30,558
2020,2205,9/27/2020 8:14:37 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,700  Human Failing cannot be determ,08  Structural comp/flr/ceil/roof,000  Object cannot be determined,339,8,9/27/2020 8:17:37 AM,9/27/2020 8:21:33 AM,9/27/2020 9:08:34 AM,00:47:01,559
2020,2548,10/29/2020 7:19:29 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,910  Chimney fire - masonary,08  Structural comp/flr/ceil/roof,250  Fireplace,258,7,10/29/2020 7:23:02 AM,10/29/2020 7:25:24 AM,10/29/2020 8:48:01 AM,01:22:37,560
2020,3065,12/25/2020 5:20:26 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,260  Torch too close to,"07  Floor covering, carpet, rug",710  Smoker's mat/cigarettes/match,256,5,12/25/2020 5:23:39 AM,12/25/2020 5:25:38 AM,12/25/2020 6:29:36 AM,01:03:58,561
2021,24,1/2/2021 8:48:34 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,100  Cannot be determined,00  Cannot be determined,710  Smoker's mat/cigarettes/match,253,20,1/2/2021 8:50:43 PM,1/2/2021 8:53:47 PM,1/2/2021 8:55:15 PM,00:01:28,562
2021,117,1/12/2021 5:12:33 PM,100  Structure Fire,Richibucto Road,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,"590  Deficiency, unclassified",08  Structural comp/flr/ceil/roof,"270  Flue pipe, vent connector",472,17,1/12/2021 5:15:21 PM,1/12/2021 5:21:53 PM,,,563
2021,217,1/25/2021 11:17:20 AM,100  Structure Fire,Fredericton,"349  Hotel,Inn,Lodge (Interior Ent)",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,310,11,1/25/2021 11:21:49 AM,1/25/2021 11:26:14 AM,1/25/2021 12:09:43 PM,00:43:29,564
2021,312,2/7/2021 8:36:32 AM,100  Structure Fire,Fredericton,939  Misc. Outbuildings,10  Fire (explosion)-dollar loss,"520  Deficiency, construction",19  Struct Components unclassed,"270  Flue pipe, vent connector",380,8,2/7/2021 8:38:34 AM,2/7/2021 8:44:30 AM,2/7/2021 8:59:25 AM,00:14:55,565
2021,700,3/20/2021 3:19:26 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,184,3,3/20/2021 3:22:06 AM,3/20/2021 3:24:31 AM,3/20/2021 4:54:13 AM,01:29:42,566
2021,1188,5/7/2021 9:29:43 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,08  Structural comp/flr/ceil/roof,716 cannot be determined,295,21,5/7/2021 9:32:32 PM,5/7/2021 9:36:17 PM,5/7/2021 9:41:53 PM,00:05:36,567
2021,1281,5/15/2021 6:57:26 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,210  Smokers material,41  Wood,711 Cigarette,180,18,5/15/2021 6:58:44 PM,5/15/2021 7:01:17 PM,5/15/2021 7:12:30 PM,00:11:13,568
2021,1293,5/16/2021 3:27:32 PM,100  Structure Fire,Royal Road,"799  Misc. storage, unclassified",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,12  Wall covering/plastic,"650  Lighting fixture, incandescen",580,15,5/16/2021 3:30:06 PM,5/16/2021 3:38:34 PM,5/16/2021 4:41:02 PM,01:02:28,569
2021,1326,5/18/2021 7:40:07 PM,100  Structure Fire,Fredericton,229  Home for the aged,10  Fire (explosion)-dollar loss,210  Smokers material,89  Agri/forestry products unspec,710  Smoker's mat/cigarettes/match,82,19,5/18/2021 7:42:22 PM,5/18/2021 7:43:44 PM,5/18/2021 8:14:44 PM,00:31:00,570
2021,1345,5/20/2021 4:18:56 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,210  Smokers material,89  Agri/forestry products unspec,000  Object cannot be determined,490,16,5/20/2021 4:21:27 PM,5/20/2021 4:28:20 PM,,,571
2021,1440,5/27/2021 6:45:48 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,780  Distracted / preoccupied,"40  Wood/paper,cannot be determined","990  Igniting Object,unclassified",198,18,5/27/2021 6:47:38 PM,5/27/2021 6:50:08 PM,5/27/2021 6:50:51 PM,00:00:43,572
2021,1566,6/5/2021 3:53:38 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,77  Rubber natural/syn tires/belt,"560  Cable, electric, temporary",340,15,6/5/2021 3:56:23 PM,6/5/2021 4:01:14 PM,6/5/2021 4:10:29 PM,00:09:15,573
2021,1607,6/8/2021 11:58:17 AM,100  Structure Fire,Fredericton,"529  Textile, wearing apparel sales",10  Fire (explosion)-dollar loss,230  Inadequate control/open flame,"36  Fabric, synthetic inc. mixed","750  Candle, taper",222,11,6/8/2021 12:00:42 PM,6/8/2021 12:03:25 PM,6/8/2021 12:17:52 PM,00:14:27,574
2021,1830,6/26/2021 1:32:45 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,410 Part failure /break/leak,41  Wood,"160  Toaster, waffle iron",182,13,6/26/2021 1:35:40 PM,6/26/2021 1:38:05 PM,6/26/2021 2:16:11 PM,00:38:06,575
2021,2213,7/27/2021 4:25:43 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,356,16,7/27/2021 4:28:04 PM,7/27/2021 4:32:48 PM,7/27/2021 5:33:54 PM,01:01:06,576
2021,2442,8/16/2021 10:14:34 AM,100  Structure Fire,Fredericton,"139  School, College, University",10  Fire (explosion)-dollar loss,410 Part failure /break/leak,73  Plastics misc,"620  Motor, electric, under 1 hp",266,10,8/16/2021 10:17:38 AM,8/16/2021 10:20:27 AM,8/16/2021 10:51:01 AM,00:30:34,577
2021,2664,9/1/2021 5:50:26 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,340  Cleaning/washing parts,73  Plastics misc,040  Stove top (other circumstnces,282,17,9/1/2021 5:52:34 PM,9/1/2021 5:56:56 PM,9/1/2021 6:45:35 PM,00:48:39,578
2021,2912,9/19/2021 5:17:55 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,450 Lack of Maintenance,"95  Insulation, Elect Equip","050  Oven of stove, range",234,17,9/19/2021 5:19:33 PM,9/19/2021 5:23:07 PM,9/19/2021 6:07:21 PM,00:44:14,579
2021,3140,10/4/2021 8:56:15 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,223,20,10/4/2021 8:58:12 PM,10/4/2021 9:01:03 PM,10/4/2021 9:12:06 PM,00:11:03,580
2021,3259,10/16/2021 12:51:47 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"11  Fibreboard, wall (low dnsity)","740  Lamp, lantern",511,0,10/16/2021 12:54:34 AM,10/16/2021 1:01:10 AM,10/16/2021 2:13:07 AM,01:11:57,581
2021,3549,11/9/2021 4:54:57 AM,100  Structure Fire,Fredericton,"339  Rooming,board,lodge, hostel",10  Fire (explosion)-dollar loss,"690  Misuse of equip, unclassified","95  Insulation, Elect Equip","560  Cable, electric, temporary",327,4,11/9/2021 4:57:28 AM,11/9/2021 5:01:34 AM,,,582
2021,3847,11/29/2021 2:07:31 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,130  Suspicious,00  Cannot be determined,000  Object cannot be determined,422,2,11/29/2021 2:11:11 AM,11/29/2021 2:16:09 AM,,,583
2021,4151,12/20/2021 11:39:38 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,89  Agri/forestry products unspec,"560  Cable, electric, temporary",109,11,12/20/2021 11:41:46 AM,12/20/2021 11:43:13 AM,12/20/2021 11:46:32 AM,00:03:19,584
2022,31,1/4/2022 12:19:28 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,490 Mech/elec failure unclassified,09  Wall component structure,"510  Wiring, permanent",393,0,1/4/2022 12:22:01 AM,1/4/2022 12:27:20 AM,1/4/2022 12:54:42 AM,00:27:22,585
2022,223,1/19/2022 3:09:13 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,220  Thawing,08  Structural comp/flr/ceil/roof,490  Appliance unclassified,537,15,1/19/2022 3:12:45 PM,1/19/2022 3:21:20 PM,1/19/2022 3:51:43 PM,00:30:23,586
2022,411,2/3/2022 11:12:37 PM,100  Structure Fire,Fredericton,"529  Textile, wearing apparel sales",10  Fire (explosion)-dollar loss,230  Inadequate control/open flame,00  Cannot be determined,290  Other than listed,463,23,2/3/2022 11:15:32 PM,2/3/2022 11:21:28 PM,2/4/2022 5:55:04 AM,06:33:36,587
2022,769,3/3/2022 2:48:33 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,210  Smokers material,00  Cannot be determined,710  Smoker's mat/cigarettes/match,204,14,3/3/2022 2:49:39 PM,3/3/2022 2:52:45 PM,3/3/2022 3:15:14 PM,00:22:29,588
2022,942,3/16/2022 12:48:28 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,490 Mech/elec failure unclassified,"95  Insulation, Elect Equip","560  Cable, electric, temporary",275,0,3/16/2022 12:50:13 AM,3/16/2022 12:54:24 AM,3/16/2022 1:05:34 AM,00:11:10,589
2022,1717,5/9/2022 9:44:25 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,716 cannot be determined,240,21,5/9/2022 9:46:52 PM,5/9/2022 9:49:28 PM,5/9/2022 10:31:05 PM,00:41:37,590
2022,1749,5/11/2022 2:06:32 PM,100  Structure Fire,Fredericton,"179  Restaurant, Pub , Night Club",10  Fire (explosion)-dollar loss,410 Part failure /break/leak,43  Cellulose Insulation,"510  Wiring, permanent",192,14,5/11/2022 2:09:21 PM,5/11/2022 2:11:17 PM,5/11/2022 4:21:08 PM,02:09:51,591
2022,1817,5/15/2022 3:16:18 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,215,3,5/15/2022 3:18:43 AM,5/15/2022 3:21:23 AM,5/15/2022 5:09:27 AM,01:48:04,592
2022,2053,5/31/2022 5:39:32 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,73  Plastics misc,040  Stove top (other circumstnces,194,17,5/31/2022 5:43:00 PM,5/31/2022 5:45:16 PM,5/31/2022 6:48:58 PM,01:03:42,593
2022,2072,6/2/2022 8:06:20 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"290  Misuse, source unclassified",00  Cannot be determined,000  Object cannot be determined,237,8,6/2/2022 8:08:26 AM,6/2/2022 8:11:42 AM,6/2/2022 9:00:50 AM,00:49:08,594
2022,2256,6/16/2022 9:24:05 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,89  Agri/forestry products unspec,000  Object cannot be determined,413,9,6/16/2022 9:27:31 AM,6/16/2022 9:33:13 AM,6/16/2022 9:33:58 AM,00:00:45,595
2022,2287,6/18/2022 3:34:32 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,697,3,6/18/2022 3:37:15 AM,6/18/2022 3:47:46 AM,6/18/2022 5:11:03 AM,01:23:17,596
2022,2616,7/8/2022 8:43:19 PM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,210  Smokers material,89  Agri/forestry products unspec,711 Cigarette,4,20,7/8/2022 8:44:38 PM,7/8/2022 8:44:38 PM,,,597
2022,3181,8/15/2022 7:59:14 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,210  Smokers material,00  Cannot be determined,710  Smoker's mat/cigarettes/match,177,7,8/15/2022 8:01:41 AM,8/15/2022 8:03:31 AM,8/15/2022 8:28:20 AM,00:24:49,598
2022,3277,8/20/2022 5:48:42 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,178,17,8/20/2022 5:51:02 PM,8/20/2022 5:52:47 PM,8/20/2022 6:14:12 PM,00:21:25,599
2022,3459,9/1/2022 7:38:35 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,990  Misc - unclassified,47  Cardboard,"990  Igniting Object,unclassified",456,19,9/1/2022 7:41:08 PM,9/1/2022 7:47:28 PM,9/1/2022 8:30:07 PM,00:42:39,600
2022,3604,9/10/2022 10:15:59 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,100  Cannot be determined,00  Cannot be determined,000  Object cannot be determined,174,22,9/10/2022 10:18:27 PM,9/10/2022 10:20:40 PM,9/10/2022 11:34:07 PM,01:13:27,601
2022,3731,9/19/2022 11:14:58 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,38  Tarpaulin/plastic/cloth,000  Object cannot be determined,248,11,9/19/2022 11:16:54 AM,9/19/2022 11:20:44 AM,9/19/2022 11:37:12 AM,00:16:28,602
2022,4005,10/7/2022 12:36:47 AM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,440 Electric short circuit,27  Drapery/blinds/curtains,230  Space heater/wall furn/unit h,362,0,10/7/2022 12:40:35 AM,10/7/2022 12:45:48 AM,10/7/2022 1:11:41 AM,00:25:53,603
2022,4103,10/14/2022 10:50:19 AM,100  Structure Fire,Fredericton,839  Under construction or demoliti,10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"07  Floor covering, carpet, rug","750  Candle, taper",321,10,10/14/2022 10:53:20 AM,10/14/2022 10:58:15 AM,10/14/2022 11:43:19 AM,00:45:04,604
2022,4306,10/26/2022 10:22:45 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,490 Mech/elec failure unclassified,00  Cannot be determined,000  Object cannot be determined,57,10,10/26/2022 10:24:23 AM,10/26/2022 10:24:37 AM,10/26/2022 11:23:13 AM,00:58:36,605
2022,4554,11/10/2022 11:48:06 AM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,400 Mech...cannot be determined,00  Cannot be determined,000  Object cannot be determined,339,11,11/10/2022 11:51:17 AM,11/10/2022 11:55:15 AM,11/10/2022 11:57:34 AM,00:02:19,606
2022,5054,12/8/2022 1:48:10 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,"40  Wood/paper,cannot be determined",000  Object cannot be determined,550,1,12/8/2022 1:51:39 AM,12/8/2022 1:58:39 AM,12/8/2022 2:03:30 AM,00:04:51,607
2022,5172,12/14/2022 5:19:47 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,343,5,12/14/2022 5:22:57 AM,12/14/2022 5:27:04 AM,,,608
2022,5202,12/15/2022 12:36:23 PM,100  Structure Fire,Fredericton,"249  Hospital, Sanatorium, Clinic",10  Fire (explosion)-dollar loss,250  Welding/cutting too close to,"16  Insulation, wood/prod install","780  Hot ashes, embers/not from cig",377,12,12/15/2022 12:38:32 PM,12/15/2022 12:44:20 PM,12/15/2022 1:26:53 PM,00:42:33,609
2022,5311,12/21/2022 4:36:49 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"69  Flammable gas, unclassified","750  Candle, taper",179,16,12/21/2022 4:38:13 PM,12/21/2022 4:40:53 PM,12/21/2022 4:50:52 PM,00:09:59,610
2022,5344,12/23/2022 7:09:23 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,"95  Insulation, Elect Equip","690  Other Electrical, Unclassified",271,19,12/23/2022 7:11:24 PM,12/23/2022 7:14:56 PM,12/23/2022 7:17:09 PM,00:02:13,611
2022,5372,12/25/2022 4:48:32 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,440 Electric short circuit,08  Structural comp/flr/ceil/roof,"510  Wiring, permanent",197,4,12/25/2022 4:52:00 AM,12/25/2022 4:53:40 AM,,,612
2023,227,1/16/2023 6:09:00 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,110  Incendiary fire,"96  Garbage, Trash, Rubbish",000  Object cannot be determined,127,18,1/16/2023 6:11:24 PM,1/16/2023 6:12:32 PM,1/16/2023 6:14:13 PM,00:01:41,613
2023,610,2/10/2023 1:50:53 PM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,440 Electric short circuit,44  Paper/Packing material,"510  Wiring, permanent",301,13,2/10/2023 1:53:20 PM,2/10/2023 1:56:35 PM,2/10/2023 3:26:40 PM,01:30:05,614
2023,629,2/11/2023 6:17:38 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,00  Cannot be determined,000  Object cannot be determined,376,18,2/11/2023 6:20:15 PM,2/11/2023 6:24:48 PM,,,615
2023,688,2/16/2023 1:32:11 AM,100  Structure Fire,Estey's Bridge,379  Mobile homes - unclassified,10  Fire (explosion)-dollar loss,440 Electric short circuit,"95  Insulation, Elect Equip","510  Wiring, permanent",310,1,2/16/2023 1:35:49 AM,2/16/2023 1:39:19 AM,2/16/2023 2:10:16 AM,00:30:57,616
2023,845,3/2/2023 1:24:35 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,710  Asleep,56  Oil cooking/lard/grease/butter,"020  Stove top, fire in pan",280,13,3/2/2023 1:26:14 PM,3/2/2023 1:30:27 PM,3/2/2023 1:32:14 PM,00:01:47,617
2023,977,3/12/2023 7:26:08 AM,100  Structure Fire,Fredericton,939  Misc. Outbuildings,10  Fire (explosion)-dollar loss,110  Incendiary fire,51  Gasoline,000  Object cannot be determined,513,7,3/12/2023 7:29:33 AM,3/12/2023 7:36:22 AM,3/12/2023 8:14:47 AM,00:38:25,618
2023,1012,3/16/2023 4:59:47 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"39  Clothing, textiles, unclassed",770  Torch other than cut/welding,344,4,3/16/2023 5:03:13 AM,3/16/2023 5:07:28 AM,3/16/2023 5:22:36 AM,00:15:08,619
2023,1114,3/24/2023 11:41:22 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,00  Cannot be determined,000  Object cannot be determined,258,11,3/24/2023 11:43:42 AM,3/24/2023 11:46:43 AM,3/24/2023 11:58:43 AM,00:12:00,620
2023,1131,3/25/2023 9:51:56 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,"30  Clothing, cannot be determined",716 cannot be determined,312,21,3/25/2023 9:54:43 PM,3/25/2023 9:59:16 PM,3/25/2023 10:52:19 PM,00:53:03,621
2023,1150,3/27/2023 9:32:48 AM,100  Structure Fire,Estey's Bridge,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,"95  Insulation, Elect Equip",550  Electric receptacle/switch,456,9,3/27/2023 9:37:33 AM,3/27/2023 9:43:45 AM,3/27/2023 10:54:08 AM,01:10:23,622
2023,1183,3/29/2023 11:07:57 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,419,23,3/29/2023 11:10:21 PM,3/29/2023 11:16:47 PM,,,623
2023,1226,4/2/2023 4:58:59 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,259,16,4/2/2023 5:02:20 PM,4/2/2023 5:05:22 PM,4/2/2023 5:12:49 PM,00:07:27,624
2023,1322,4/10/2023 2:05:01 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,000   Cannot be Determined,89  Agri/forestry products unspec,000  Object cannot be determined,280,14,4/10/2023 2:08:31 PM,4/10/2023 2:12:57 PM,4/10/2023 2:18:09 PM,00:05:12,625
2023,1391,4/15/2023 2:47:24 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,00  Cannot be determined,000  Object cannot be determined,150,14,4/15/2023 2:48:59 PM,4/15/2023 2:50:56 PM,4/15/2023 3:07:23 PM,00:16:27,626
